area_index,shared_mean,shared_sd,shared_q025,shared_q50,shared_q975,exceed_prob_rr_gt1,hotspot_080,hotspot_090
35,-4.6824973222777375,3.0086560258865376,-10.594611513084992,-4.679700382935065,1.2138655675003927,0.059813410952904156,0,0
36,-4.463033317833955,3.0773981589877017,-10.509432799585486,-4.460436556658872,1.5686939373411528,0.07349274892012725,0,0
37,-4.851097258936408,3.0304716654654835,-10.805458702685229,-4.848471477790224,1.0883610183686754,0.05471360145633153,0,0
38,-4.5850185798542835,3.0813994822926865,-10.639271108187291,-4.582420892580599,1.4544945163236571,0.06837989091124663,0,0
39,4.319183297214475,0.5649570983823111,3.2584913108163995,4.299103539059548,5.50789209283044,0.9999999999999896,1,1
40,7.760042042440976,0.5721307476883224,6.623728392866469,7.758795914642918,8.892013972777505,1,1,1
41,1.3213758758325975,0.9313500810045833,-0.49839092079944725,1.3174677438541578,3.166124937914753,0.9220176357749773,1,1
42,-3.583807337895069,3.2130815966193222,-9.899262869435033,-3.5804464953579225,2.7128144803681944,0.13234378239712763,0,0
43,6.497122510775822,0.5541604571299392,5.412160642819699,6.49128010888769,7.611824992442648,1,1,1
44,-4.004604980206739,3.1555761310488046,-10.2052476970442,-4.001803376764096,2.180280317667293,0.10221042397260482,0,0
45,-4.090626937431096,3.181529020789906,-10.341305575419899,-4.08808384525696,2.145679122916058,0.09926647941846312,0,0
46,5.347913265670134,0.5473096293261963,4.271399998101777,5.343575596447803,6.446894202688828,1,1,1
47,1.5887929102096785,0.9339712301978134,-0.23647911762188145,1.585011656391275,3.43827135945879,0.9555393469371058,1,1
48,-4.852099922776222,2.928331892882302,-10.609222065874963,-4.8485052050414446,0.8849048035273315,0.04876477859712902,0,0
49,5.020321276922376,0.548329026542473,3.9262057640809718,5.020556486559942,6.106960801916288,1,1,1
50,-4.979940121467108,3.0106290533078024,-10.895363446547314,-4.977309389013626,0.9205837132955956,0.04905162085285786,0,0
51,-4.70959887758232,3.1627217771069533,-10.927096849935179,-4.705962396017943,1.4871495617844674,0.06823094017197884,0,0
52,-0.3424263582829102,1.024555277957348,-2.3631743137899677,-0.3391825352785193,1.6603494733661734,0.36910696312838953,0,0
53,-4.837098161065935,2.9063889723404466,-10.552843261072852,-4.832996996716975,0.8557221968391788,0.0480264182145651,0,0
54,6.919653340441242,0.5686306301655111,5.745544846147185,6.930264934049411,8.012616078948813,1,1,1
55,-3.973998302218547,3.067079657931562,-10.006984975854365,-3.9693996998500034,2.033319356913683,0.09754037521302061,0,0
56,7.426064009523273,0.5676515524203033,6.295383164261354,7.425723982614139,8.547604269577104,1,1,1
